student_number,course,birthdate,nationality,civil_status,gender,municipality,payment_status,balance,has_scholarship,number_of_units_enrolled,academic_probation_status,last_term_GWA
22-7068,Business Intelligence & Analytics (BSBA‑BIA),2004-04-16,Filipino,Single,Female,Rodriguez,Paid,0,False,18,,3.0
22-3701,Human Resource Management (BSBA‑HRM),2002-10-11,Filipino,Single,Male,Makati,Paid,0,True,15,,3.5
22-2512,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2002-01-01,Filipino,Single,Female,Parañaque,With Balance,32937,False,21,,4.0
22-3706,Human Resource Management (BSBA‑HRM),2005-02-02,American,Single,Male,Cainta,Paid,0,True,18,,2.0
22-9034,Business Intelligence & Analytics (BSBA‑BIA),2004-10-10,Filipino,Single,Female,Pasig,Paid,0,True,21,,3.0
22-9435,Business Intelligence & Analytics (BSBA‑BIA),2007-10-08,Filipino,Single,Female,Imus,Paid,0,False,24,,3.0
22-5811,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-07-26,Filipino,Single,Female,Imus,Paid,0,False,18,,4.0
22-1962,Cybersecurity (BSCSEC),2001-03-04,American,Single,Male,Las Piñas,Paid,0,False,18,,3.5
22-3008,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2004-12-07,Filipino,Single,Female,Mandaluyong,Paid,0,False,15,monitoring,3.5
22-9152,Information Systems (BS‑IS),2006-12-28,Filipino,Single,Female,Valenzuela,With Balance,34625,False,18,advising,1.0
22-7812,Business Intelligence & Analytics (BSBA‑BIA),2007-06-05,Filipino,Single,Female,Marikina,With Balance,23692,False,15,,3.0
22-6619,Cybersecurity (BSCSEC),2005-06-01,Filipino,Single,Male,Caloocan,Paid,0,False,21,,2.0
22-4222,Information Systems (BS‑IS),2000-08-24,Filipino,Single,Female,Quezon City,Paid,0,False,15,,2.0
22-8594,Cybersecurity (BSCSEC),2003-06-27,Filipino,Single,Female,Bacoor,With Balance,31903,False,21,,4.0
22-4755,Business Intelligence & Analytics (BSBA‑BIA),2003-08-08,Filipino,Single,Male,Marikina,With Balance,23656,False,15,,1.0
22-6016,Cybersecurity (BSCSEC),2000-08-19,Filipino,Single,Female,Taguig,With Balance,22747,False,21,,3.0
22-1232,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-02-11,Filipino,Single,Male,Taguig,With Balance,18460,False,18,,3.0
22-7808,Business Solutions & Applications (BSBA‑BSAA),2006-04-24,Filipino,Single,Female,Las Piñas,Paid,0,False,15,advising,2.0
22-1054,Business Solutions & Applications (BSBA‑BSAA),2001-05-06,Filipino,Single,Male,Antipolo,With Balance,25246,False,15,,3.0
22-2364,Human Resource Management (BSBA‑HRM),2001-06-06,Filipino,Single,Female,Manila,Paid,0,False,15,,4.0
22-6604,Business Solutions & Applications (BSBA‑BSAA),2003-08-25,Filipino,Single,Female,Valenzuela,Paid,0,False,24,,4.0
22-8920,Cybersecurity (BSCSEC),2001-12-08,Filipino,Single,Female,San Mateo,Paid,0,False,21,,4.0
22-8420,Business Solutions & Applications (BSBA‑BSAA),2000-10-12,Filipino,Single,Female,Bacoor,With Balance,10243,False,21,,4.0
22-2572,Cybersecurity (BSCSEC),2001-10-05,Filipino,Single,Female,Taguig,Paid,0,False,21,,3.0
22-7973,Human Resource Management (BSBA‑HRM),2000-02-02,Filipino,Single,Male,Marikina,With Balance,19196,False,21,,1.0
22-9699,Human Resource Management (BSBA‑HRM),2001-08-10,Filipino,Single,Male,Las Piñas,With Balance,38491,False,18,,3.0
22-2640,Human Resource Management (BSBA‑HRM),2001-02-09,Filipino,Single,Male,Mandaluyong,Paid,0,False,15,,3.5
22-9868,Business Intelligence & Analytics (BSBA‑BIA),2004-09-22,Filipino,Single,Male,Las Piñas,Paid,0,False,21,,4.0
22-2126,Business Intelligence & Analytics (BSBA‑BIA),2000-02-16,Filipino,Single,Female,San Mateo,Paid,0,False,18,advising,4.0
22-2701,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2000-08-07,Filipino,Single,Male,Valenzuela,Paid,0,True,21,,3.0
22-4072,Information Systems (BS‑IS),2003-01-14,Filipino,Single,Male,Antipolo,Paid,0,False,24,,3.5
22-5080,Cybersecurity (BSCSEC),2001-12-14,Filipino,Single,Male,Taguig,Paid,0,False,21,,3.0
22-2965,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2003-03-23,Filipino,Married,Male,Makati,Paid,0,False,18,,4.0
22-1046,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2003-12-04,Filipino,Single,Male,Muntinlupa,Paid,0,False,15,,3.5
22-7735,Information Systems (BS‑IS),2004-08-22,Filipino,Single,Male,Pasay,With Balance,38118,False,18,,2.0
22-8167,Business Intelligence & Analytics (BSBA‑BIA),2004-01-14,Filipino,Single,Male,Navotas,Paid,0,False,15,,4.0
22-5576,Business Solutions & Applications (BSBA‑BSAA),2006-01-16,Filipino,Single,Female,Parañaque,Paid,0,False,18,,3.5
22-8812,Information Systems (BS‑IS),2004-03-16,Filipino,Single,Male,San Juan,Paid,0,False,18,restrictions,3.5
22-5174,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-05-28,Filipino,Single,Female,Manila,Paid,0,True,15,,3.5
22-5002,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2002-11-16,Japanese,Single,Male,Muntinlupa,With Balance,23753,False,21,advising,4.0
22-6019,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-05-23,Filipino,Single,Female,Imus,Paid,0,False,21,monitoring,3.0
22-5012,Human Resource Management (BSBA‑HRM),2000-06-12,Filipino,Single,Female,Malabon,With Balance,10538,False,15,advising,4.0
22-1718,Business Solutions & Applications (BSBA‑BSAA),2007-07-18,American,Single,Female,Pasig,Paid,0,False,21,monitoring,4.0
22-7703,Business Intelligence & Analytics (BSBA‑BIA),2004-11-19,Filipino,Single,Male,Muntinlupa,Paid,0,False,15,,3.0
22-9796,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2003-01-16,Filipino,Single,Male,Malabon,Paid,0,False,24,,4.0
22-9252,Cybersecurity (BSCSEC),2003-10-09,Filipino,Single,Female,Navotas,Paid,0,False,15,,3.0
22-5509,Business Solutions & Applications (BSBA‑BSAA),2002-03-08,Filipino,Single,Male,Caloocan,Paid,0,False,15,,4.0
22-3203,Business Intelligence & Analytics (BSBA‑BIA),2001-12-24,Filipino,Single,Female,Imus,Paid,0,False,18,,4.0
22-7136,Business Intelligence & Analytics (BSBA‑BIA),2002-11-27,Filipino,Single,Male,Caloocan,Paid,0,True,24,advising,3.0
22-3722,Human Resource Management (BSBA‑HRM),2005-08-06,Filipino,Single,Male,Navotas,Paid,0,False,24,,3.5
22-4508,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2000-04-13,Filipino,Single,Female,Makati,Paid,0,False,18,,4.0
22-9741,Business Intelligence & Analytics (BSBA‑BIA),2007-07-21,Filipino,Single,Male,Quezon City,Paid,0,False,18,,4.0
22-1831,Cybersecurity (BSCSEC),2001-04-18,Filipino,Single,Male,Marikina,Paid,0,False,18,monitoring,2.0
22-4363,Business Solutions & Applications (BSBA‑BSAA),2003-12-21,Filipino,Single,Female,Makati,Paid,0,False,15,,3.5
22-3697,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2004-06-01,Filipino,Single,Male,Imus,With Balance,33694,False,15,advising,3.0
22-2328,Business Intelligence & Analytics (BSBA‑BIA),2003-08-26,Filipino,Single,Female,Quezon City,With Balance,29820,False,15,,1.0
22-6125,Information Systems (BS‑IS),2001-09-21,Filipino,Single,Male,Makati,Paid,0,False,24,,3.0
22-2255,Business Solutions & Applications (BSBA‑BSAA),2002-05-17,Filipino,Single,Female,Malabon,Paid,0,True,24,,4.0
22-1800,Business Intelligence & Analytics (BSBA‑BIA),2004-04-13,Filipino,Single,Female,Antipolo,Paid,0,False,24,,4.0
22-3445,Human Resource Management (BSBA‑HRM),2003-06-12,Filipino,Single,Male,Rodriguez,Paid,0,False,15,,4.0
22-4406,Business Solutions & Applications (BSBA‑BSAA),2006-10-28,Filipino,Single,Female,Manila,With Balance,38054,False,18,advising,3.5
22-1769,Business Intelligence & Analytics (BSBA‑BIA),2006-05-27,Filipino,Single,Male,Marikina,Paid,0,False,18,,3.5
22-5079,Cybersecurity (BSCSEC),2003-07-23,Filipino,Single,Male,Pasay,Paid,0,False,15,monitoring,3.0
22-5835,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2002-09-19,Filipino,Single,Female,Valenzuela,Paid,0,False,24,,4.0
22-9656,Information Systems (BS‑IS),2003-02-10,Korean,Single,Female,Quezon City,Paid,0,False,24,,2.0
22-7122,Human Resource Management (BSBA‑HRM),2000-03-13,Filipino,Single,Female,Muntinlupa,Paid,0,False,18,,2.0
22-1381,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-08-13,Filipino,Single,Female,Antipolo,With Balance,26554,False,15,,3.0
22-7035,Business Solutions & Applications (BSBA‑BSAA),2002-05-11,Filipino,Single,Male,Imus,Paid,0,False,15,,3.5
22-4352,Business Solutions & Applications (BSBA‑BSAA),2003-06-07,Filipino,Single,Female,Taguig,Paid,0,False,18,,4.0
22-8450,Cybersecurity (BSCSEC),2007-12-26,Filipino,Single,Male,San Juan,Paid,0,False,18,,4.0
22-6292,Business Solutions & Applications (BSBA‑BSAA),2000-07-28,Filipino,Single,Male,Cainta,Paid,0,False,21,,4.0
22-9203,Information Systems (BS‑IS),2000-01-06,Filipino,Single,Male,Rodriguez,With Balance,13670,False,18,,3.0
22-1214,Business Solutions & Applications (BSBA‑BSAA),2006-06-16,Filipino,Single,Female,Cainta,With Balance,23615,False,15,,3.0
22-7418,Human Resource Management (BSBA‑HRM),2005-03-02,Filipino,Single,Male,Antipolo,Paid,0,False,15,,4.0
22-7504,Cybersecurity (BSCSEC),2007-06-27,Filipino,Single,Female,Caloocan,With Balance,17064,False,18,monitoring,3.5
22-6532,Information Systems (BS‑IS),2001-02-09,Filipino,Single,Female,Pasig,Paid,0,False,15,,3.0
22-6529,Business Solutions & Applications (BSBA‑BSAA),2007-07-14,Filipino,Single,Male,Antipolo,Paid,0,False,18,,2.0
22-1690,Business Solutions & Applications (BSBA‑BSAA),2000-09-07,Filipino,Single,Male,Manila,Paid,0,False,15,,3.0
22-2637,Business Solutions & Applications (BSBA‑BSAA),2003-05-11,Filipino,Single,Male,Valenzuela,Paid,0,False,24,,3.0
22-3336,Cybersecurity (BSCSEC),2003-09-27,Filipino,Single,Male,Taguig,With Balance,10162,False,24,,3.5
22-4889,Information Systems (BS‑IS),2002-07-02,Filipino,Single,Male,Quezon City,Paid,0,False,15,,4.0
22-7033,Cybersecurity (BSCSEC),2001-05-10,Filipino,Single,Female,Marikina,Paid,0,False,24,,3.0
22-7158,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2004-09-21,Filipino,Single,Female,Makati,Paid,0,False,21,,3.0
22-3407,Human Resource Management (BSBA‑HRM),2001-05-01,Filipino,Single,Male,Mandaluyong,Paid,0,False,18,,4.0
22-8043,Information Systems (BS‑IS),2000-07-20,Filipino,Married,Female,Pasig,Paid,0,False,24,,4.0
22-8241,Business Solutions & Applications (BSBA‑BSAA),2003-05-18,Filipino,Single,Male,Muntinlupa,Paid,0,False,21,,2.0
22-9523,Business Solutions & Applications (BSBA‑BSAA),2000-05-27,Filipino,Single,Female,Imus,Paid,0,False,24,,3.0
22-3412,Information Systems (BS‑IS),2005-09-22,Filipino,Single,Male,San Mateo,Paid,0,False,24,,2.0
22-4549,Business Intelligence & Analytics (BSBA‑BIA),2007-07-04,Filipino,Single,Male,Caloocan,Paid,0,False,21,,3.0
22-5127,Business Solutions & Applications (BSBA‑BSAA),2004-07-18,Filipino,Single,Female,Antipolo,With Balance,38004,False,15,,4.0
22-4665,Business Intelligence & Analytics (BSBA‑BIA),2000-11-28,Filipino,Single,Female,Makati,Paid,0,False,24,,4.0
22-4167,Cybersecurity (BSCSEC),2005-01-02,Filipino,Single,Male,Cainta,Paid,0,False,15,,3.5
22-8424,Information Systems (BS‑IS),2002-11-17,Filipino,Single,Female,Bacoor,Paid,0,False,21,,3.5
22-1275,Information Systems (BS‑IS),2007-08-20,Filipino,Single,Female,Pasig,With Balance,23488,False,18,,3.5
22-2508,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2007-12-21,Filipino,Single,Male,Mandaluyong,With Balance,12188,False,21,restrictions,3.0
22-5305,Business Intelligence & Analytics (BSBA‑BIA),2003-04-07,Filipino,Single,Male,Muntinlupa,With Balance,16639,False,21,,3.5
22-8654,Cybersecurity (BSCSEC),2001-08-01,Filipino,Married,Male,Imus,Paid,0,False,15,,4.0
22-7912,Business Solutions & Applications (BSBA‑BSAA),2005-03-15,Filipino,Single,Female,Pasay,Paid,0,False,15,,3.0
22-6031,Human Resource Management (BSBA‑HRM),2000-12-06,Filipino,Single,Male,Pasay,Paid,0,False,15,,3.5
22-1866,Business Solutions & Applications (BSBA‑BSAA),2007-04-22,Filipino,Single,Female,San Mateo,Paid,0,False,24,,3.5
22-9411,Business Solutions & Applications (BSBA‑BSAA),2002-02-01,Filipino,Single,Female,Rodriguez,Paid,0,False,18,,2.0
22-7879,Business Solutions & Applications (BSBA‑BSAA),2005-12-27,Filipino,Single,Female,San Juan,With Balance,17590,False,18,,2.0
22-3903,Cybersecurity (BSCSEC),2005-07-01,Filipino,Single,Female,Manila,With Balance,27845,False,24,,2.0
22-2949,Information Systems (BS‑IS),2007-12-02,Filipino,Single,Male,Pasay,With Balance,38183,False,15,,4.0
22-9857,Business Solutions & Applications (BSBA‑BSAA),2001-11-27,Filipino,Single,Female,Muntinlupa,Paid,0,False,24,,3.0
22-1243,Human Resource Management (BSBA‑HRM),2007-02-22,Filipino,Single,Male,Antipolo,With Balance,12383,False,18,,3.5
22-8482,Cybersecurity (BSCSEC),2000-09-19,Filipino,Single,Male,Valenzuela,Paid,0,False,15,,4.0
22-1619,Human Resource Management (BSBA‑HRM),2000-10-23,Filipino,Single,Female,Cainta,Paid,0,False,21,,3.5
22-6533,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-11-03,Filipino,Single,Female,Quezon City,Paid,0,False,21,,4.0
22-9912,Information Systems (BS‑IS),2007-07-16,Filipino,Single,Male,Manila,Paid,0,False,24,,1.0
22-2040,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2007-08-20,Filipino,Single,Male,Cainta,Paid,0,False,24,,4.0
22-3121,Human Resource Management (BSBA‑HRM),2003-08-24,Filipino,Single,Female,Imus,Paid,0,False,18,,3.0
22-7040,Business Intelligence & Analytics (BSBA‑BIA),2004-01-22,Filipino,Single,Female,Pasay,Paid,0,False,24,,4.0
22-3045,Business Solutions & Applications (BSBA‑BSAA),2004-09-06,Filipino,Single,Female,Marikina,With Balance,22883,False,24,,4.0
22-6783,Cybersecurity (BSCSEC),2004-03-21,Filipino,Single,Female,Pasay,Paid,0,False,18,,2.0
22-2689,Human Resource Management (BSBA‑HRM),2006-03-09,Filipino,Single,Female,Mandaluyong,Paid,0,False,24,,2.0
22-7374,Business Solutions & Applications (BSBA‑BSAA),2002-07-19,Filipino,Single,Female,Antipolo,Paid,0,False,15,,1.0
22-9265,Business Intelligence & Analytics (BSBA‑BIA),2006-06-12,Filipino,Single,Female,Pasay,Paid,0,False,15,,3.0
22-5707,Human Resource Management (BSBA‑HRM),2003-01-07,Filipino,Single,Male,Taguig,Paid,0,False,18,restrictions,2.0
22-6465,Cybersecurity (BSCSEC),2003-05-26,Filipino,Single,Male,Pasay,Paid,0,False,24,monitoring,4.0
22-4548,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2002-06-20,Filipino,Single,Female,Antipolo,Paid,0,True,24,,3.5
22-1263,Cybersecurity (BSCSEC),2004-03-23,Filipino,Single,Female,Makati,Paid,0,True,21,,3.5
22-9670,Business Intelligence & Analytics (BSBA‑BIA),2007-09-02,Filipino,Single,Female,Manila,Paid,0,False,21,,2.0
22-6421,Cybersecurity (BSCSEC),2006-07-02,Chinese,Single,Female,Navotas,Paid,0,False,18,restrictions,3.5
22-6526,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2004-09-21,Filipino,Single,Female,Muntinlupa,With Balance,19438,False,18,,3.5
22-2944,Business Intelligence & Analytics (BSBA‑BIA),2006-06-01,Filipino,Single,Male,Quezon City,Paid,0,False,18,,2.0
22-2191,Business Solutions & Applications (BSBA‑BSAA),2002-11-27,Filipino,Single,Female,Muntinlupa,Paid,0,True,15,,3.5
22-9548,Business Solutions & Applications (BSBA‑BSAA),2006-09-24,Filipino,Single,Female,Las Piñas,Paid,0,False,24,,3.0
22-9038,Business Solutions & Applications (BSBA‑BSAA),2007-12-08,Filipino,Single,Female,Las Piñas,Paid,0,False,15,restrictions,1.0
22-3747,Human Resource Management (BSBA‑HRM),2004-04-03,Filipino,Single,Male,San Mateo,Paid,0,False,18,,4.0
22-4279,Cybersecurity (BSCSEC),2002-11-01,Filipino,Single,Male,Pasay,With Balance,27025,False,18,,3.5
22-4341,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2007-06-01,Filipino,Single,Female,Antipolo,Paid,0,False,18,,2.0
22-8865,Information Systems (BS‑IS),2005-05-24,Japanese,Single,Female,Malabon,Paid,0,False,15,,3.0
22-9371,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2007-07-22,Filipino,Single,Female,Quezon City,Paid,0,False,24,,3.0
22-3876,Business Intelligence & Analytics (BSBA‑BIA),2007-11-07,Filipino,Single,Male,Rodriguez,With Balance,37455,False,15,,4.0
22-4507,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-03-04,Filipino,Single,Male,Bacoor,Paid,0,False,18,,4.0
22-6958,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2003-10-28,Filipino,Single,Female,Marikina,Paid,0,False,24,,2.0
22-4585,Business Solutions & Applications (BSBA‑BSAA),2006-05-08,Filipino,Single,Female,Marikina,With Balance,26322,False,15,,3.5
22-8189,Business Intelligence & Analytics (BSBA‑BIA),2002-10-06,Filipino,Single,Female,San Juan,Paid,0,False,24,,4.0
22-6355,Business Solutions & Applications (BSBA‑BSAA),2003-03-05,Filipino,Single,Male,Pasig,Paid,0,False,15,,4.0
22-1728,Human Resource Management (BSBA‑HRM),2007-10-26,Filipino,Single,Female,Parañaque,Paid,0,False,21,,3.5
22-4879,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-01-26,Filipino,Single,Male,Caloocan,Paid,0,True,21,,3.5
22-2343,Cybersecurity (BSCSEC),2005-02-15,Filipino,Single,Male,Caloocan,Paid,0,False,15,advising,3.0
22-3743,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2005-11-01,Filipino,Single,Female,Bacoor,Paid,0,False,15,,4.0
22-1080,Cybersecurity (BSCSEC),2006-08-03,Filipino,Single,Male,Cainta,Paid,0,False,15,,3.0
22-2893,Business Solutions & Applications (BSBA‑BSAA),2002-02-28,Filipino,Single,Female,Valenzuela,Paid,0,False,15,restrictions,3.0
22-2899,Business Intelligence & Analytics (BSBA‑BIA),2006-07-04,Filipino,Single,Male,Cainta,Paid,0,False,21,,2.0
22-8170,Business Solutions & Applications (BSBA‑BSAA),2003-10-24,Filipino,Single,Male,Valenzuela,Paid,0,False,15,,3.5
22-5939,Cybersecurity (BSCSEC),2001-03-25,Filipino,Single,Male,Las Piñas,Paid,0,True,24,,4.0
22-6523,Business Intelligence & Analytics (BSBA‑BIA),2005-03-05,Filipino,Single,Male,Rodriguez,With Balance,21467,False,24,,4.0
22-1020,Business Solutions & Applications (BSBA‑BSAA),2005-03-25,Filipino,Single,Male,Taguig,Paid,0,False,18,,3.5
22-6882,Cybersecurity (BSCSEC),2005-09-12,Filipino,Single,Male,Caloocan,Paid,0,False,15,,3.0
22-1420,Business Solutions & Applications (BSBA‑BSAA),2007-01-14,Filipino,Single,Female,San Juan,Paid,0,False,18,,4.0
22-2398,Information Systems (BS‑IS),2006-10-01,Filipino,Single,Female,Antipolo,With Balance,21219,False,21,,2.0
22-1124,Business Solutions & Applications (BSBA‑BSAA),2004-01-08,Filipino,Single,Female,Pasay,Paid,0,False,24,,2.0
22-6050,Cybersecurity (BSCSEC),2001-06-15,Filipino,Single,Female,Parañaque,With Balance,18064,False,21,,4.0
22-5114,Information Systems (BS‑IS),2006-01-04,Filipino,Single,Male,Antipolo,Paid,0,False,24,,4.0
22-7531,Human Resource Management (BSBA‑HRM),2001-08-06,Filipino,Single,Male,Antipolo,Paid,0,True,21,,4.0
22-1499,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-06-23,Filipino,Single,Male,Valenzuela,Paid,0,False,24,,3.5
22-1783,Human Resource Management (BSBA‑HRM),2005-09-09,Filipino,Single,Female,Mandaluyong,Paid,0,False,15,,4.0
22-9711,Cybersecurity (BSCSEC),2005-08-14,Filipino,Single,Female,Manila,Paid,0,False,21,,3.0
22-4282,Cybersecurity (BSCSEC),2006-03-27,Filipino,Single,Female,Valenzuela,Paid,0,False,18,restrictions,4.0
22-4941,Business Solutions & Applications (BSBA‑BSAA),2007-01-02,Filipino,Single,Female,Valenzuela,With Balance,30540,False,15,,3.0
22-1828,Information Systems (BS‑IS),2007-11-15,Filipino,Single,Male,Bacoor,Paid,0,False,15,,3.0
22-5416,Cybersecurity (BSCSEC),2000-06-08,Filipino,Single,Female,Mandaluyong,Paid,0,True,15,,3.5
22-9141,Information Systems (BS‑IS),2007-11-08,Filipino,Single,Female,Imus,Paid,0,False,21,monitoring,1.0
22-3432,Business Solutions & Applications (BSBA‑BSAA),2007-05-02,Filipino,Single,Male,San Juan,With Balance,24316,False,18,,3.0
22-9444,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2004-10-19,Filipino,Married,Female,Manila,Paid,0,True,21,,3.5
22-3286,Business Intelligence & Analytics (BSBA‑BIA),2003-08-02,Filipino,Single,Male,Taguig,Paid,0,True,15,,3.0
22-1449,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2004-02-28,Filipino,Single,Male,San Juan,With Balance,30159,False,24,,2.0
22-2368,Information Systems (BS‑IS),2000-12-27,Filipino,Single,Female,Imus,With Balance,37898,False,15,,2.0
22-5260,Human Resource Management (BSBA‑HRM),2002-03-25,Filipino,Single,Female,Antipolo,With Balance,28713,False,24,,3.5
22-1188,Cybersecurity (BSCSEC),2002-01-26,Filipino,Single,Female,Malabon,Paid,0,False,18,,3.5
22-2394,Human Resource Management (BSBA‑HRM),2006-02-25,Filipino,Single,Male,Antipolo,Paid,0,False,21,,3.0
22-7938,Cybersecurity (BSCSEC),2002-08-24,Filipino,Single,Female,Imus,Paid,0,False,21,,4.0
21-2448,Cybersecurity (BSCSEC),2006-02-12,Filipino,Single,Male,Mandaluyong,Paid,0,False,18,,3.5
21-2753,Information Systems (BS‑IS),2006-03-10,Filipino,Single,Female,Bacoor,Paid,0,False,24,,3.0
21-8033,Business Intelligence & Analytics (BSBA‑BIA),2004-08-17,Filipino,Single,Male,Pasig,Paid,0,False,18,,2.0
21-4983,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-05-18,Filipino,Single,Male,Marikina,Paid,0,False,18,,2.0
21-3252,Human Resource Management (BSBA‑HRM),2006-08-05,American,Single,Female,Cainta,Paid,0,False,15,advising,4.0
21-2850,Cybersecurity (BSCSEC),2003-06-22,Filipino,Single,Male,Caloocan,Paid,0,False,18,,3.5
21-1006,Human Resource Management (BSBA‑HRM),2002-04-02,Filipino,Single,Male,Pasay,With Balance,10718,False,18,,1.0
21-5949,Information Systems (BS‑IS),2002-05-04,Filipino,Single,Male,Caloocan,Paid,0,False,24,,4.0
21-8933,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-09-05,Filipino,Single,Male,San Mateo,With Balance,10093,False,24,,3.0
21-2587,Human Resource Management (BSBA‑HRM),2001-08-09,Filipino,Single,Male,San Juan,Paid,0,False,24,,2.0
21-9944,Information Systems (BS‑IS),2003-12-19,Filipino,Single,Female,Las Piñas,Paid,0,False,21,,2.0
21-6362,Human Resource Management (BSBA‑HRM),2004-06-26,Filipino,Single,Male,Cainta,Paid,0,False,24,,4.0
21-7250,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2000-06-04,Filipino,Single,Male,San Juan,Paid,0,False,24,,3.5
21-7730,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2002-02-17,Filipino,Single,Male,Pasay,Paid,0,False,21,,3.5
21-5099,Business Solutions & Applications (BSBA‑BSAA),2000-05-13,American,Single,Female,San Mateo,Paid,0,False,24,monitoring,3.5
21-1235,Human Resource Management (BSBA‑HRM),2005-07-28,Filipino,Single,Female,San Mateo,Paid,0,False,21,,1.0
21-4150,Cybersecurity (BSCSEC),2000-07-05,Filipino,Single,Female,Pasay,With Balance,37993,False,18,,3.5
21-5738,Business Intelligence & Analytics (BSBA‑BIA),2001-07-21,Filipino,Single,Male,Quezon City,Paid,0,True,24,,4.0
21-3865,Business Solutions & Applications (BSBA‑BSAA),2004-03-25,Filipino,Single,Female,Imus,Paid,0,False,21,,3.5
21-2698,Business Intelligence & Analytics (BSBA‑BIA),2002-05-23,Vietnamese,Single,Female,San Mateo,Paid,0,False,15,restrictions,4.0
21-8775,Cybersecurity (BSCSEC),2006-08-23,Filipino,Single,Male,Makati,Paid,0,False,21,,3.0
21-1223,Human Resource Management (BSBA‑HRM),2007-03-23,Filipino,Single,Male,Bacoor,Paid,0,False,15,,4.0
21-9663,Human Resource Management (BSBA‑HRM),2003-12-25,Filipino,Single,Female,Parañaque,With Balance,38390,False,15,,3.5
21-3765,Human Resource Management (BSBA‑HRM),2004-09-06,Filipino,Single,Male,Antipolo,Paid,0,False,21,restrictions,2.0
21-5169,Human Resource Management (BSBA‑HRM),2005-05-21,Filipino,Single,Male,Makati,With Balance,15051,False,24,,3.0
21-9048,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-08-15,Filipino,Single,Male,San Juan,Paid,0,False,18,,4.0
21-9829,Information Systems (BS‑IS),2002-02-16,Filipino,Single,Male,Makati,Paid,0,False,18,,3.5
21-4184,Business Intelligence & Analytics (BSBA‑BIA),2006-10-26,Japanese,Single,Male,Marikina,Paid,0,False,18,,4.0
21-2701,Cybersecurity (BSCSEC),2001-12-28,Filipino,Single,Female,Antipolo,With Balance,21316,False,18,,3.5
21-6889,Human Resource Management (BSBA‑HRM),2004-07-02,Filipino,Single,Female,Makati,Paid,0,False,24,,3.0
21-1255,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2005-04-21,Filipino,Single,Female,Antipolo,Paid,0,False,24,,3.0
21-7972,Cybersecurity (BSCSEC),2002-12-20,Filipino,Married,Female,Malabon,Paid,0,False,24,monitoring,3.0
21-5158,Information Systems (BS‑IS),2003-01-26,Filipino,Single,Female,Marikina,Paid,0,False,18,,3.0
21-8365,Business Solutions & Applications (BSBA‑BSAA),2003-04-19,Filipino,Single,Male,Bacoor,Paid,0,False,24,,4.0
21-4442,Business Solutions & Applications (BSBA‑BSAA),2000-12-19,Filipino,Single,Male,Taguig,Paid,0,True,15,advising,4.0
21-1034,Business Intelligence & Analytics (BSBA‑BIA),2001-12-17,Filipino,Single,Male,Quezon City,Paid,0,False,24,,4.0
21-9974,Business Intelligence & Analytics (BSBA‑BIA),2004-04-12,Filipino,Single,Male,San Juan,Paid,0,False,21,,3.0
21-2393,Cybersecurity (BSCSEC),2000-08-09,Filipino,Single,Male,Caloocan,Paid,0,False,21,,3.0
21-1571,Business Intelligence & Analytics (BSBA‑BIA),2003-12-25,American,Single,Female,Mandaluyong,Paid,0,True,21,,1.0
21-7212,Information Systems (BS‑IS),2001-06-01,Filipino,Single,Female,Imus,Paid,0,False,15,restrictions,3.5
